vendor_name,product_category,sku_id,origin_region,destination_dc,shipping_route,order_status,delay_reason,date_offset,order_value_eur,delivery_delay_days,cost_variance_pct
PacRim Ingredients,Pasta & Noodles,SKU-115,China,DC-Berlin,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-46,15610.87,25,14.4
SolVita Mediterranean,Beverages,SKU-171,Spain,DC-Mülheim,Direct-EU,In-Transit,Weather,-394,41426.61,4,0.1
Hartmann Foods GmbH,Rice & Grains,SKU-122,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Delivered,Weather,-198,53660.38,4,5.5
Hartmann Foods GmbH,Pasta & Noodles,SKU-141,China,DC-Hamburg,Suez-Canal,Cancelled,Port-Congestion,-431,19815.39,1,2.3
PacRim Ingredients,Beverages,SKU-012,Greece,DC-Berlin,Cape-of-Good-Hope,Delivered,Weather,-458,43997.93,6,4.4
SolVita Mediterranean,Snacks & Nuts,SKU-145,Vietnam,DC-München,Hormuz-Strait,In-Transit,Weather,-179,93945.25,6,2.2
SolVita Mediterranean,Rice & Grains,SKU-150,Thailand,DC-Berlin,Air-Freight,Delayed,On-Time,-141,26097.3,15,10
Hartmann Foods GmbH,Canned Goods,SKU-200,Vietnam,DC-Berlin,Air-Freight,In-Transit,Hormuz-Closure,-77,25756.99,24,11.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-098,Greece,DC-München,Hormuz-Strait,In-Transit,Port-Congestion,-104,27811.38,12,13.1
SolVita Mediterranean,Baking Ingredients,SKU-170,Thailand,DC-Mülheim,Suez-Canal,Partially-Delivered,Route-Diversion,-378,35052.18,1,4.9
PacRim Ingredients,Pasta & Noodles,SKU-030,Vietnam,DC-Berlin,Air-Freight,Cancelled,On-Time,-460,5169.85,4,6
PacRim Ingredients,Sauces & Condiments,SKU-012,Turkey,DC-Stuttgart,Suez-Canal,Partially-Delivered,On-Time,-430,108436.74,10,2
Hartmann Foods GmbH,Beverages,SKU-029,Spain,DC-Mülheim,Suez-Canal,Delayed,On-Time,-476,28238.91,0,0.5
PacRim Ingredients,Cooking Oils,SKU-114,Thailand,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,On-Time,-528,30946.85,5,4.3
PacRim Ingredients,Canned Goods,SKU-088,Vietnam,DC-Mülheim,Air-Freight,In-Transit,On-Time,-316,23789.42,5,8
SolVita Mediterranean,Rice & Grains,SKU-158,Italy,DC-Hamburg,Air-Freight,Delivered,On-Time,-160,37007.16,2,5
SolVita Mediterranean,Rice & Grains,SKU-198,Italy,DC-München,Air-Freight,Cancelled,Customs-Hold,-510,36140.46,8,4.8
Hartmann Foods GmbH,Sauces & Condiments,SKU-179,Germany,DC-Mülheim,Hormuz-Strait,In-Transit,Port-Congestion,-660,5191.42,1,2.8
Hartmann Foods GmbH,Snacks & Nuts,SKU-200,Turkey,DC-Mülheim,Suez-Canal,Partially-Delivered,On-Time,-528,62082.64,8,1.9
Hartmann Foods GmbH,Sauces & Condiments,SKU-032,Thailand,DC-Mülheim,Air-Freight,Delivered,On-Time,-555,10752.09,0,6.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-033,Thailand,DC-Hamburg,Hormuz-Strait,Partially-Delivered,On-Time,-398,34674.88,4,1.2
PacRim Ingredients,Beverages,SKU-192,Italy,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-489,79196.52,3,2.4
PacRim Ingredients,Baking Ingredients,SKU-126,Germany,DC-Stuttgart,Suez-Canal,Cancelled,Hormuz-Closure,-22,19003.15,25,14.5
Hartmann Foods GmbH,Rice & Grains,SKU-075,Vietnam,DC-Mülheim,Suez-Canal,Delivered,On-Time,-410,40451.04,1,1.4
SolVita Mediterranean,Canned Goods,SKU-079,Turkey,DC-Berlin,Suez-Canal,Delivered,On-Time,-228,9614.86,4,2.3
Hartmann Foods GmbH,Snacks & Nuts,SKU-069,Germany,DC-Stuttgart,Direct-EU,Delivered,On-Time,-465,22899.32,1,0.3
Hartmann Foods GmbH,Cooking Oils,SKU-090,Greece,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-560,35856.25,0,1.1
PacRim Ingredients,Beverages,SKU-168,Greece,DC-Mülheim,Suez-Canal,Delivered,On-Time,-175,83420.49,2,0.5
PacRim Ingredients,Rice & Grains,SKU-112,Spain,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-123,43100.1,23,9.8
SolVita Mediterranean,Beverages,SKU-063,China,DC-Hamburg,Suez-Canal,Delivered,On-Time,-536,34072.83,1,0.9
SolVita Mediterranean,Snacks & Nuts,SKU-111,China,DC-München,Air-Freight,Delivered,Port-Congestion,-516,22149.44,2,8.1
PacRim Ingredients,Snacks & Nuts,SKU-099,Germany,DC-Hamburg,Suez-Canal,Cancelled,Port-Congestion,-111,17076.01,17,5.5
SolVita Mediterranean,Rice & Grains,SKU-055,China,DC-Stuttgart,Hormuz-Strait,In-Transit,Weather,-506,25683.67,6,1.6
SolVita Mediterranean,Baking Ingredients,SKU-158,Turkey,DC-Hamburg,Cape-of-Good-Hope,In-Transit,Customs-Hold,-92,25067.72,13,7.7
SolVita Mediterranean,Sauces & Condiments,SKU-054,Turkey,DC-Hamburg,Hormuz-Strait,In-Transit,Port-Congestion,-318,9253.14,6,3.3
PacRim Ingredients,Rice & Grains,SKU-048,Spain,DC-Berlin,Suez-Canal,In-Transit,On-Time,-441,6357.01,0,0.7
SolVita Mediterranean,Pasta & Noodles,SKU-076,Turkey,DC-Berlin,Cape-of-Good-Hope,Delayed,On-Time,-147,3955.63,7,7.6
PacRim Ingredients,Baking Ingredients,SKU-020,Turkey,DC-Berlin,Hormuz-Strait,Delayed,Port-Congestion,-606,20716.31,10,2.7
Hartmann Foods GmbH,Snacks & Nuts,SKU-039,Thailand,DC-Hamburg,Cape-of-Good-Hope,Delivered,Port-Congestion,-621,39262.51,6,3.1
PacRim Ingredients,Baking Ingredients,SKU-118,Germany,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-236,3284.28,2,6.2
SolVita Mediterranean,Baking Ingredients,SKU-047,Vietnam,DC-München,Cape-of-Good-Hope,In-Transit,Customs-Hold,-379,19032.26,0,0.9
Hartmann Foods GmbH,Cooking Oils,SKU-021,China,DC-Stuttgart,Air-Freight,Cancelled,Customs-Hold,-65,36636.93,24,12.3
SolVita Mediterranean,Canned Goods,SKU-158,Thailand,DC-München,Suez-Canal,Delivered,On-Time,-69,25885.96,2,10.3
SolVita Mediterranean,Canned Goods,SKU-191,China,DC-München,Air-Freight,Delivered,On-Time,-236,13920.58,1,6.3
Hartmann Foods GmbH,Cooking Oils,SKU-068,China,DC-München,Hormuz-Strait,Delivered,On-Time,-715,37913.87,0,-0.3
Hartmann Foods GmbH,Beverages,SKU-141,Vietnam,DC-Stuttgart,Suez-Canal,In-Transit,Port-Congestion,-469,79439.54,7,3.8
Hartmann Foods GmbH,Canned Goods,SKU-175,Greece,DC-Berlin,Air-Freight,Delayed,On-Time,-434,6073.52,0,5.5
PacRim Ingredients,Sauces & Condiments,SKU-066,Thailand,DC-München,Direct-EU,Delivered,Carrier-Shortage,-370,21160.29,6,0.8
Hartmann Foods GmbH,Beverages,SKU-081,Greece,DC-München,Cape-of-Good-Hope,In-Transit,Route-Diversion,-40,48630.61,30,10.4
PacRim Ingredients,Pasta & Noodles,SKU-056,Greece,DC-München,Air-Freight,Partially-Delivered,Route-Diversion,-104,47799.25,11,7.8
SolVita Mediterranean,Cooking Oils,SKU-077,Vietnam,DC-München,Air-Freight,Delayed,Route-Diversion,-37,54244.02,22,14.5
Hartmann Foods GmbH,Sauces & Condiments,SKU-173,Turkey,DC-München,Hormuz-Strait,Partially-Delivered,On-Time,-449,24991.27,0,1.9
PacRim Ingredients,Canned Goods,SKU-003,Greece,DC-Berlin,Cape-of-Good-Hope,In-Transit,On-Time,-368,112667.66,7,4.1
SolVita Mediterranean,Baking Ingredients,SKU-125,Turkey,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-526,38235.53,1,4.3
PacRim Ingredients,Canned Goods,SKU-118,Turkey,DC-München,Suez-Canal,In-Transit,On-Time,-488,8716.73,0,1.7
SolVita Mediterranean,Snacks & Nuts,SKU-026,Turkey,DC-Stuttgart,Air-Freight,Delayed,On-Time,-309,56726.73,1,9.4
Hartmann Foods GmbH,Canned Goods,SKU-003,Spain,DC-Berlin,Direct-EU,Delivered,On-Time,-632,13053.95,0,0.3
SolVita Mediterranean,Rice & Grains,SKU-002,Italy,DC-Hamburg,Air-Freight,Delivered,On-Time,-206,20446.17,1,5.7
SolVita Mediterranean,Beverages,SKU-010,Vietnam,DC-Stuttgart,Air-Freight,Delivered,On-Time,-184,16404.01,1,8.3
SolVita Mediterranean,Baking Ingredients,SKU-151,Thailand,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-346,22181.03,1,3.9
Hartmann Foods GmbH,Canned Goods,SKU-142,China,DC-Stuttgart,Cape-of-Good-Hope,Delivered,Hormuz-Closure,-53,48819.89,26,13.6
SolVita Mediterranean,Canned Goods,SKU-136,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-370,100028.68,1,3.6
PacRim Ingredients,Beverages,SKU-013,Spain,DC-München,Hormuz-Strait,Delivered,On-Time,-169,20565.24,2,1.4
PacRim Ingredients,Pasta & Noodles,SKU-069,Vietnam,DC-Berlin,Air-Freight,In-Transit,Weather,-151,20132.04,10,6
Hartmann Foods GmbH,Cooking Oils,SKU-175,Greece,DC-Mülheim,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-35,26903.2,15,14.6
SolVita Mediterranean,Rice & Grains,SKU-065,Turkey,DC-München,Cape-of-Good-Hope,In-Transit,Hormuz-Closure,-23,5680.32,18,15
PacRim Ingredients,Pasta & Noodles,SKU-157,Germany,DC-Hamburg,Suez-Canal,Partially-Delivered,Customs-Hold,-121,138731.9,11,7.2
Hartmann Foods GmbH,Beverages,SKU-191,China,DC-Berlin,Hormuz-Strait,Partially-Delivered,On-Time,-602,11187.08,9,1.2
SolVita Mediterranean,Beverages,SKU-029,Thailand,DC-Mülheim,Suez-Canal,Delayed,Route-Diversion,-28,53282.36,17,13
Hartmann Foods GmbH,Cooking Oils,SKU-067,China,DC-Stuttgart,Direct-EU,In-Transit,On-Time,-329,5220.82,1,0
SolVita Mediterranean,Cooking Oils,SKU-055,Thailand,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-534,4285.57,1,4.9
PacRim Ingredients,Canned Goods,SKU-019,Turkey,DC-Mülheim,Hormuz-Strait,Partially-Delivered,On-Time,-457,26603.28,10,2.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-028,China,DC-Berlin,Hormuz-Strait,In-Transit,Route-Diversion,-113,11185.07,13,12.6
Hartmann Foods GmbH,Beverages,SKU-180,Turkey,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-218,41331.63,1,5
PacRim Ingredients,Baking Ingredients,SKU-072,Spain,DC-Stuttgart,Air-Freight,Delivered,On-Time,-589,34197.43,0,3.7
SolVita Mediterranean,Sauces & Condiments,SKU-112,Turkey,DC-Mülheim,Air-Freight,Delivered,On-Time,-152,79120.15,2,4.4
PacRim Ingredients,Beverages,SKU-035,Greece,DC-Berlin,Suez-Canal,Partially-Delivered,Route-Diversion,-30,88577.93,16,9.7
PacRim Ingredients,Pasta & Noodles,SKU-088,Germany,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-248,25319.54,1,5.3
SolVita Mediterranean,Pasta & Noodles,SKU-127,China,DC-Hamburg,Air-Freight,Partially-Delivered,Route-Diversion,-694,16437.2,5,3.7
PacRim Ingredients,Snacks & Nuts,SKU-191,China,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-145,3326.45,2,2.4
PacRim Ingredients,Snacks & Nuts,SKU-001,Italy,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-508,1691.87,1,3
Hartmann Foods GmbH,Baking Ingredients,SKU-053,Spain,DC-Mülheim,Direct-EU,Delivered,On-Time,-524,6422.96,1,-2
SolVita Mediterranean,Beverages,SKU-063,Turkey,DC-Mülheim,Direct-EU,Delayed,On-Time,-129,1606.86,9,2.9
Hartmann Foods GmbH,Beverages,SKU-059,China,DC-Mülheim,Suez-Canal,Delivered,On-Time,-634,39348.58,0,0
PacRim Ingredients,Rice & Grains,SKU-196,Vietnam,DC-München,Hormuz-Strait,In-Transit,Weather,-281,12029.45,5,1
Hartmann Foods GmbH,Cooking Oils,SKU-125,Thailand,DC-Hamburg,Air-Freight,Partially-Delivered,On-Time,-604,13493.47,1,5.9
PacRim Ingredients,Cooking Oils,SKU-071,Thailand,DC-Mülheim,Direct-EU,Delayed,Hormuz-Closure,-73,12326.51,18,9.2
SolVita Mediterranean,Canned Goods,SKU-037,Turkey,DC-Mülheim,Hormuz-Strait,Cancelled,Hormuz-Closure,-48,13002.73,24,13.2
Hartmann Foods GmbH,Sauces & Condiments,SKU-124,Turkey,DC-München,Air-Freight,Delivered,Weather,-280,22874.18,4,4.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-125,China,DC-Berlin,Hormuz-Strait,In-Transit,On-Time,-699,11632.95,3,2.3
PacRim Ingredients,Sauces & Condiments,SKU-007,Germany,DC-Stuttgart,Direct-EU,Delayed,Port-Congestion,-440,26394.06,10,-0.6
SolVita Mediterranean,Pasta & Noodles,SKU-097,Spain,DC-Hamburg,Air-Freight,Delivered,On-Time,-381,26106.93,1,5.8
PacRim Ingredients,Snacks & Nuts,SKU-029,Italy,DC-Stuttgart,Direct-EU,Delivered,On-Time,-420,117254.55,1,1.2
PacRim Ingredients,Pasta & Noodles,SKU-147,Greece,DC-Stuttgart,Cape-of-Good-Hope,Partially-Delivered,Route-Diversion,-71,28249.55,18,9.6
PacRim Ingredients,Sauces & Condiments,SKU-129,Germany,DC-Mülheim,Air-Freight,Delivered,On-Time,-351,30439.74,1,3.1
Hartmann Foods GmbH,Baking Ingredients,SKU-151,China,DC-München,Hormuz-Strait,Delivered,Weather,-510,46677.79,12,4.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-101,Spain,DC-Hamburg,Direct-EU,Delivered,On-Time,-634,24870.41,0,2.4
Hartmann Foods GmbH,Sauces & Condiments,SKU-078,Vietnam,DC-Mülheim,Hormuz-Strait,In-Transit,Route-Diversion,-142,115543.75,8,5
Hartmann Foods GmbH,Canned Goods,SKU-052,China,DC-Berlin,Direct-EU,Delayed,Weather,-211,18823.83,4,2.6
PacRim Ingredients,Cooking Oils,SKU-007,Turkey,DC-München,Air-Freight,Delayed,Hormuz-Closure,-54,44228.02,22,15
Hartmann Foods GmbH,Canned Goods,SKU-038,Thailand,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,On-Time,-239,5727.21,5,4.2
PacRim Ingredients,Pasta & Noodles,SKU-031,Spain,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-556,17995.11,0,3.9
SolVita Mediterranean,Rice & Grains,SKU-097,Thailand,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-557,41859.88,3,0.7
SolVita Mediterranean,Beverages,SKU-008,Germany,DC-Berlin,Suez-Canal,Delivered,On-Time,-614,238745.07,0,1.7
PacRim Ingredients,Beverages,SKU-066,Vietnam,DC-Berlin,Direct-EU,Delivered,On-Time,-486,76653.85,4,1.5
Hartmann Foods GmbH,Baking Ingredients,SKU-056,Turkey,DC-Stuttgart,Direct-EU,Delayed,On-Time,-291,30922.05,1,2.6
SolVita Mediterranean,Rice & Grains,SKU-052,Vietnam,DC-Berlin,Cape-of-Good-Hope,Cancelled,On-Time,-693,35493.66,4,0.1
Hartmann Foods GmbH,Cooking Oils,SKU-111,China,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-457,45969.84,1,3.8
SolVita Mediterranean,Cooking Oils,SKU-121,Turkey,DC-Berlin,Hormuz-Strait,Delivered,Port-Congestion,-435,5661.3,1,1.9
PacRim Ingredients,Sauces & Condiments,SKU-187,Thailand,DC-München,Direct-EU,Delivered,On-Time,-559,14396.87,0,2.1
SolVita Mediterranean,Canned Goods,SKU-190,China,DC-Mülheim,Suez-Canal,Cancelled,On-Time,-286,3407.18,10,3.8
PacRim Ingredients,Sauces & Condiments,SKU-016,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-438,25674.64,1,2.9
PacRim Ingredients,Pasta & Noodles,SKU-133,China,DC-Hamburg,Air-Freight,Delivered,On-Time,-373,29002.16,1,5.8
Hartmann Foods GmbH,Snacks & Nuts,SKU-159,China,DC-Berlin,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-19,37908,25,14.8
PacRim Ingredients,Rice & Grains,SKU-067,Germany,DC-München,Hormuz-Strait,Delivered,On-Time,-562,2130.22,0,2.4
SolVita Mediterranean,Snacks & Nuts,SKU-114,Germany,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-714,44150.06,1,2.3
PacRim Ingredients,Pasta & Noodles,SKU-011,Vietnam,DC-Hamburg,Air-Freight,Delivered,On-Time,-338,37050.08,1,3.9
SolVita Mediterranean,Pasta & Noodles,SKU-051,Turkey,DC-München,Hormuz-Strait,Delivered,On-Time,-674,34042.44,0,4.2
PacRim Ingredients,Snacks & Nuts,SKU-120,Thailand,DC-Berlin,Suez-Canal,Delivered,On-Time,-402,48961.55,1,0.7
SolVita Mediterranean,Sauces & Condiments,SKU-170,Italy,DC-Mülheim,Cape-of-Good-Hope,Delayed,Port-Congestion,-120,3083.18,9,3.6
PacRim Ingredients,Sauces & Condiments,SKU-108,Greece,DC-Berlin,Air-Freight,Delivered,On-Time,-268,5781.87,1,4.7
SolVita Mediterranean,Sauces & Condiments,SKU-057,China,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-505,19007.5,1,3.8
PacRim Ingredients,Beverages,SKU-079,Thailand,DC-München,Suez-Canal,Delivered,On-Time,-231,25786.55,1,-1.2
PacRim Ingredients,Snacks & Nuts,SKU-178,Turkey,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-326,25451.04,1,7.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-095,Turkey,DC-Mülheim,Suez-Canal,Cancelled,Weather,-139,7472.91,2,2.4
PacRim Ingredients,Baking Ingredients,SKU-188,Italy,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-250,24977.74,3,4.2
SolVita Mediterranean,Cooking Oils,SKU-084,Greece,DC-Stuttgart,Cape-of-Good-Hope,Partially-Delivered,On-Time,-363,27374.99,6,5
SolVita Mediterranean,Cooking Oils,SKU-120,China,DC-Stuttgart,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-49,14308.77,26,15
Hartmann Foods GmbH,Canned Goods,SKU-134,Germany,DC-Hamburg,Suez-Canal,Delivered,On-Time,-423,25052.39,1,-1.1
PacRim Ingredients,Baking Ingredients,SKU-059,Spain,DC-München,Suez-Canal,Delivered,On-Time,-324,38549.17,1,4.2
PacRim Ingredients,Cooking Oils,SKU-133,Germany,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-468,137596.36,4,2.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-184,Thailand,DC-Berlin,Air-Freight,Delayed,Hormuz-Closure,-340,3138.2,3,8.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-041,Germany,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-412,28219.2,1,0.9
PacRim Ingredients,Sauces & Condiments,SKU-192,Germany,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-198,14426.76,1,4.7
SolVita Mediterranean,Sauces & Condiments,SKU-175,Spain,DC-Hamburg,Cape-of-Good-Hope,In-Transit,On-Time,-593,4849.11,7,3.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-077,Italy,DC-Hamburg,Suez-Canal,Delayed,On-Time,-22,25045.89,27,11.5
PacRim Ingredients,Snacks & Nuts,SKU-027,Thailand,DC-Mülheim,Cape-of-Good-Hope,In-Transit,Port-Congestion,-637,56227.7,2,2.9
SolVita Mediterranean,Pasta & Noodles,SKU-068,Turkey,DC-Berlin,Air-Freight,Delivered,On-Time,-405,16804.54,1,2.4
Hartmann Foods GmbH,Rice & Grains,SKU-082,Spain,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,On-Time,-539,20551.9,9,5.8
SolVita Mediterranean,Canned Goods,SKU-041,Vietnam,DC-Mülheim,Hormuz-Strait,Partially-Delivered,On-Time,-252,35921.57,3,5.1
SolVita Mediterranean,Baking Ingredients,SKU-079,Vietnam,DC-Hamburg,Hormuz-Strait,Delayed,Hormuz-Closure,-28,49399.73,10,13.1
Hartmann Foods GmbH,Cooking Oils,SKU-151,Greece,DC-Berlin,Hormuz-Strait,Delivered,Route-Diversion,-501,4351.53,7,4.9
SolVita Mediterranean,Rice & Grains,SKU-068,Vietnam,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-85,49011.32,3,11.8
Hartmann Foods GmbH,Sauces & Condiments,SKU-109,China,DC-Stuttgart,Air-Freight,Delivered,On-Time,-650,18877.65,0,5.4
SolVita Mediterranean,Canned Goods,SKU-107,Spain,DC-Mülheim,Cape-of-Good-Hope,In-Transit,On-Time,-308,39453.85,7,5.4
Hartmann Foods GmbH,Pasta & Noodles,SKU-109,China,DC-Hamburg,Hormuz-Strait,Delayed,Carrier-Shortage,-120,18334.21,18,3.4
PacRim Ingredients,Cooking Oils,SKU-069,China,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-424,72047.13,1,1.2
PacRim Ingredients,Canned Goods,SKU-092,China,DC-Stuttgart,Air-Freight,Delivered,Carrier-Shortage,-573,20024.63,4,4.5
PacRim Ingredients,Canned Goods,SKU-106,Greece,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Hormuz-Closure,-21,30718.5,17,14.4
PacRim Ingredients,Rice & Grains,SKU-053,China,DC-Stuttgart,Air-Freight,Partially-Delivered,Hormuz-Closure,-61,3248.29,25,15
PacRim Ingredients,Sauces & Condiments,SKU-094,Thailand,DC-Hamburg,Direct-EU,In-Transit,Customs-Hold,-341,26559.66,5,2.5
SolVita Mediterranean,Beverages,SKU-049,Turkey,DC-Hamburg,Air-Freight,Delivered,On-Time,-531,196281.41,1,5
Hartmann Foods GmbH,Pasta & Noodles,SKU-142,Spain,DC-Mülheim,Hormuz-Strait,In-Transit,On-Time,-247,20642.75,9,2.2
PacRim Ingredients,Snacks & Nuts,SKU-108,Thailand,DC-München,Hormuz-Strait,In-Transit,On-Time,-397,36604.57,6,1.8
Hartmann Foods GmbH,Baking Ingredients,SKU-144,Thailand,DC-Stuttgart,Direct-EU,Delayed,On-Time,-560,13944.51,4,2.3
Hartmann Foods GmbH,Sauces & Condiments,SKU-198,Italy,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-496,7454.45,3,2.7
Hartmann Foods GmbH,Baking Ingredients,SKU-005,Thailand,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-494,24198.56,1,3.6
PacRim Ingredients,Rice & Grains,SKU-177,Thailand,DC-Stuttgart,Direct-EU,Delayed,Weather,-493,21591.57,3,-0.5
SolVita Mediterranean,Pasta & Noodles,SKU-026,Vietnam,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-570,20391.85,0,2.6
SolVita Mediterranean,Pasta & Noodles,SKU-022,Greece,DC-Berlin,Suez-Canal,Delayed,On-Time,-269,32688.62,4,1.4
PacRim Ingredients,Sauces & Condiments,SKU-158,Italy,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-351,10104.15,1,3.6
SolVita Mediterranean,Sauces & Condiments,SKU-113,China,DC-Stuttgart,Hormuz-Strait,In-Transit,Port-Congestion,-529,21725.22,7,1.8
Hartmann Foods GmbH,Rice & Grains,SKU-087,Germany,DC-München,Suez-Canal,Delayed,Weather,-324,44926.14,6,2.9
Hartmann Foods GmbH,Canned Goods,SKU-189,Germany,DC-Hamburg,Suez-Canal,Delayed,Customs-Hold,-570,9098.87,6,1.9
PacRim Ingredients,Cooking Oils,SKU-088,Germany,DC-Berlin,Air-Freight,In-Transit,On-Time,-255,40351.17,9,5.1
SolVita Mediterranean,Canned Goods,SKU-138,Germany,DC-Stuttgart,Direct-EU,Delayed,On-Time,-213,12301.94,10,-0.1
PacRim Ingredients,Beverages,SKU-092,China,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,On-Time,-643,68631.11,4,4.8
Hartmann Foods GmbH,Beverages,SKU-072,Thailand,DC-Mülheim,Direct-EU,Delivered,On-Time,-590,7095,0,3.9
Hartmann Foods GmbH,Sauces & Condiments,SKU-120,Thailand,DC-Hamburg,Air-Freight,Delivered,On-Time,-707,19860.69,3,6.1
SolVita Mediterranean,Rice & Grains,SKU-076,China,DC-München,Direct-EU,In-Transit,On-Time,-696,11759.64,2,2.2
SolVita Mediterranean,Sauces & Condiments,SKU-102,Vietnam,DC-Hamburg,Hormuz-Strait,Delayed,On-Time,-709,7518.86,0,1
SolVita Mediterranean,Baking Ingredients,SKU-074,Italy,DC-Stuttgart,Hormuz-Strait,Delivered,Customs-Hold,-259,34527.4,4,3.8
PacRim Ingredients,Cooking Oils,SKU-094,China,DC-Berlin,Air-Freight,Delivered,On-Time,-124,30923.3,2,6.4
Hartmann Foods GmbH,Canned Goods,SKU-067,Greece,DC-Berlin,Air-Freight,Delayed,Route-Diversion,-57,7152.74,23,15
Hartmann Foods GmbH,Rice & Grains,SKU-130,China,DC-Hamburg,Hormuz-Strait,Delayed,Route-Diversion,-124,15305.26,8,4.1
PacRim Ingredients,Rice & Grains,SKU-123,China,DC-München,Suez-Canal,In-Transit,Port-Congestion,-282,23247.31,0,1
Hartmann Foods GmbH,Rice & Grains,SKU-151,Italy,DC-Mülheim,Direct-EU,Delayed,Hormuz-Closure,-19,5672.82,22,13.8
Hartmann Foods GmbH,Sauces & Condiments,SKU-194,Greece,DC-Stuttgart,Suez-Canal,In-Transit,On-Time,-399,25812.79,9,-0.2
SolVita Mediterranean,Rice & Grains,SKU-150,Turkey,DC-Berlin,Air-Freight,Delivered,On-Time,-87,41945.53,4,15
PacRim Ingredients,Pasta & Noodles,SKU-045,Italy,DC-München,Air-Freight,Delivered,On-Time,-293,14453.99,1,5.8
Hartmann Foods GmbH,Beverages,SKU-022,Germany,DC-Mülheim,Suez-Canal,Delayed,Hormuz-Closure,-14,26079.2,26,9.2
Hartmann Foods GmbH,Snacks & Nuts,SKU-124,Turkey,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-390,43381.88,1,2.8
Hartmann Foods GmbH,Rice & Grains,SKU-105,China,DC-Mülheim,Air-Freight,In-Transit,On-Time,-126,12006.56,3,9.7
SolVita Mediterranean,Sauces & Condiments,SKU-068,Spain,DC-Berlin,Air-Freight,In-Transit,Customs-Hold,-379,4903.79,8,4.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-128,Germany,DC-Mülheim,Hormuz-Strait,Delayed,Hormuz-Closure,-77,12930.62,19,11.5
PacRim Ingredients,Rice & Grains,SKU-117,Spain,DC-Stuttgart,Air-Freight,Delivered,On-Time,-186,16900.45,1,6.8
PacRim Ingredients,Sauces & Condiments,SKU-178,Vietnam,DC-Mülheim,Air-Freight,Delivered,On-Time,-184,6312.68,1,5.2
PacRim Ingredients,Baking Ingredients,SKU-035,Spain,DC-München,Suez-Canal,Cancelled,Hormuz-Closure,-86,7573.3,23,2.1
SolVita Mediterranean,Sauces & Condiments,SKU-179,Thailand,DC-München,Cape-of-Good-Hope,In-Transit,On-Time,-210,3398.73,7,4
Hartmann Foods GmbH,Snacks & Nuts,SKU-115,China,DC-Mülheim,Air-Freight,Cancelled,On-Time,-479,16600.11,2,3.8
PacRim Ingredients,Canned Goods,SKU-143,Vietnam,DC-Mülheim,Suez-Canal,In-Transit,On-Time,-249,22334.05,8,0.9
